Seq,SOMAS_ID_round1,SOMAS_ID_round2,ColCheck_r1,ColCheck_r2,Organism,CV_r1,CV_r2
4969-2,CA1.4969.2.1,CA1.4969.2.1,PASS,PASS,Human,3.35701548326149,3.18498644872648
4970-55,CA2.4970.55.1,CA2.4970.55.1,PASS,PASS,Human,4.58408449487315,4.42403596352066
4971-1,CTSZ.4971.1.1,CTSZ.4971.1.1,PASS,PASS,Human,3.05428544068448,3.54111145626792
4973-18,BIRC3.4973.18.1,BIRC3.4973.18.1,PASS,PASS,Human,6.65966746558641,5.32762667038549
4976-57,CRK.4976.57.1,CRK.4976.57.1,PASS,PASS,Human,7.73457441691943,12.5693341037749
4978-54,DBNL.4978.54.2,DBNL.4978.54.2,PASS,PASS,Human,6.4792128507396,12.4203078338554
4979-34,DPT.4979.34.2,DPT.4979.34.2,PASS,PASS,Human,5.35709774033332,5.20219517778748
4981-6,DSC3.4981.6.1,DSC3.4981.6.1,PASS,PASS,Human,3.44776504248399,3.30906077476572
4982-54,PI3.4982.54.1,PI3.4982.54.1,PASS,PASS,Human,4.45479973784378,7.45700691717945
4984-83,ESD.4984.83.1,ESD.4984.83.1,PASS,PASS,Human,4.78016858585568,5.92961799247953
4985-11,FABP5.4985.11.1,FABP5.4985.11.1,PASS,PASS,Human,3.11792739787893,3.14623272837322
4987-17,FCAR.4987.17.1,FCAR.4987.17.1,PASS,PASS,Human,2.99829444173288,13.0736552957463
4988-49,FGFR4.4988.49.2,FGFR4.4988.49.2,PASS,PASS,Human,4.06651214412299,18.8152586498156
4990-87,GP1BA.4990.87.1,GP1BA.4990.87.1,PASS,PASS,Human,4.66331853733007,5.8676698801501
4991-12,GPC5.4991.12.1,GPC5.4991.12.1,PASS,PASS,Human,2.92283927965364,3.14284734939753
4992-49,GRN.4992.49.1,GRN.4992.49.1,PASS,PASS,Human,3.40126136285178,3.68325688656379
4993-16,GSTA3.4993.16.1,GSTA3.4993.16.1,PASS,PASS,Human,10.8592524456771,9.62130636468123
4994-178,HNRNPK.4994.178.1,HNRNPK.4994.178.1,PASS,PASS,Human,3.30261483266401,4.49915314555039
4995-16,HPGD.4995.16.1,HPGD.4995.16.1,PASS,PASS,Human,3.62861795583581,3.95102945089504
4997-19,EIF4A3.4997.19.1,EIF4A3.4997.19.1,PASS,PASS,Human,14.2045003636086,6.93236098844907
4998-50,JAK2.4998.50.2,JAK2.4998.50.2,PASS,PASS,Human,6.64893237345064,7.85971924066566
5001-6,SCGB2A1.5001.6.2,SCGB2A1.5001.6.2,PASS,PASS,Human,8.04559164346054,6.57167530207943
5002-76,MMP14.5002.76.1,MMP14.5002.76.1,PASS,PASS,Human,4.37018669477437,8.71788374768625
5006-71,MAPK13.5006.71.1,MAPK13.5006.71.1,PASS,PASS,Human,3.98780710359682,6.02074872086987
5007-1,MAPK14.5007.1.1,MAPK14.5007.1.1,PASS,PASS,Human,3.47461829653483,4.91198006532781
5008-51,SOD2.5008.51.1,SOD2.5008.51.1,PASS,PASS,Human,7.45877775288963,6.50868833397372
5011-11,NAMPT.5011.11.1,NAMPT.5011.11.1,PASS,PASS,Human,5.20396873834766,7.69278574555546
5012-67,AK1.5012.67.1,AK1.5012.67.1,PASS,PASS,Human,5.53479555182618,4.18961648325631
5016-61,PARK7.5016.61.2,PARK7.5016.61.2,PASS,PASS,Human,4.93970986617059,7.15478479027625
5020-50,PGK1.5020.50.1,PGK1.5020.50.1,PASS,PASS,Human,5.29693736972137,10.6901812606964
5024-67,RB1.5024.67.1,RB1.5024.67.1,PASS,PASS,Human,6.60766584543203,5.92276766241014
5026-66,RPS3.5026.66.1,RPS3.5026.66.1,PASS,PASS,Human,4.61880042371827,13.1627831351597
5028-59,CD163.5028.59.1,CD163.5028.59.1,PASS,PASS,Human,3.58869856280759,6.7266413854501
5029-3,FAP.5029.3.1,FAP.5029.3.1,PASS,PASS,Human,3.6640627634058,3.95164504804115
5030-52,SIRT2.5030.52.1,SIRT2.5030.52.1,PASS,PASS,Human,6.98950499987166,8.23610909818148
5031-10,SPTAN1.5031.10.1,SPTAN1.5031.10.1,PASS,PASS,Human,3.3959953418541,6.11499963691044
5032-64,SSRP1.5032.64.1,SSRP1.5032.64.1,PASS,PASS,Human,3.84695643820362,3.17218413272613
5033-27,TPM1.5033.27.1,TPM1.5033.27.1,PASS,PASS,Human,3.64722608877019,4.34519287868789
5034-79,PRSS2.5034.79.1,PRSS2.5034.79.1,PASS,PASS,Human,5.07523907525606,5.42354236392788
5036-50,TNFAIP6.5036.50.1,TNFAIP6.5036.50.1,PASS,PASS,Human,6.52183619553941,5.55499488280156
5060-62,CD274.5060.62.3,CD274.5060.62.3,PASS,PASS,Human,4.56849748839437,11.5153556929551
5061-27,ICOSLG.5061.27.3,ICOSLG.5061.27.3,PASS,PASS,Human,5.12861104528592,6.16422335031479
5062-60,CD226.5062.60.3,CD226.5062.60.3,PASS,PASS,Human,4.91305014147875,5.67581890459191
5066-134,CD300C.5066.134.3,CD300C.5066.134.3,PASS,PASS,Human,6.18591097072752,8.07230609530266
5068-54,CRTAM.5068.54.3,CRTAM.5068.54.3,PASS,PASS,Human,3.89187151941337,5.23606992878813
5069-9,CD55.5069.9.3,CD55.5069.9.3,PASS,PASS,Human,3.88583249790149,4.06762098233789
5070-76,TNFRSF6B.5070.76.3,TNFRSF6B.5070.76.3,PASS,PASS,Human,4.67292317327335,4.44177158621244
5077-28,EPHB2.5077.28.3,EPHB2.5077.28.3,PASS,PASS,Human,5.51266954447865,7.01611201003403
5078-82,EPHB6.5078.82.3,EPHB6.5078.82.3,PASS,PASS,Human,3.03258767575898,3.77810208360514
5080-131,GPNMB.5080.131.3,GPNMB.5080.131.3,PASS,PASS,Human,3.97833712000466,5.99256517410123
5082-51,IL1RAPL2.5082.51.3,IL1RAPL2.5082.51.3,PASS,PASS,Human,3.60455342372803,4.18681137163997
5084-154,IL17RB.5084.154.3,IL17RB.5084.154.3,PASS,PASS,Human,4.50248335928421,2.92116332490987
5087-5,IL22RA2.5087.5.3,IL22RA2.5087.5.3,PASS,PASS,Human,3.3541252932329,6.00056376292867
5088-175,IL23R.5088.175.3,IL23R.5088.175.3,PASS,PASS,Human,4.26237299403389,8.68829240133443
5089-11,IL7R.5089.11.3,IL7R.5089.11.3,PASS,PASS,Human,3.73532256226941,7.18902446212394
5090-49,LILRB1.5090.49.2,LILRB1.5090.49.2,PASS,PASS,Human,4.74165069227395,8.31763825295256
5091-28,LILRB2.5091.28.3,LILRB2.5091.28.3,PASS,PASS,Human,3.03990927176589,6.10658328395572
5092-51,JAG1.5092.51.3,JAG1.5092.51.3,PASS,PASS,Human,3.30758935929376,4.02982947005455
5093-47,JAG2.5093.47.3,JAG2.5093.47.3,PASS,PASS,Human,4.4854131148789,6.35195879088585
5094-62,AMICA1.5094.62.3,AMICA1.5094.62.3,PASS,PASS,Human,4.81730008587942,13.601455896971
5095-7,KIR2DL4.5095.7.3,KIR2DL4.5095.7.3,PASS,PASS,Human,4.48932953744724,5.31232228517224
5096-51,KIR3DL2.5096.51.3,KIR3DL2.5096.51.3,PASS,PASS,Human,3.3165585981575,7.46393869562193
5097-14,KIR3DS1.5097.14.3,KIR3DS1.5097.14.3,PASS,PASS,Human,4.23426242435548,6.17888185782036
5098-79,KLRF1.5098.79.3,KLRF1.5098.79.3,PASS,PASS,Human,3.71231813681686,8.00769376780172
5099-14,LAG3.5099.14.3,LAG3.5099.14.3,PASS,PASS,Human,3.11104384639805,7.05575205667286
5100-53,SCARB2.5100.53.3,SCARB2.5100.53.3,PASS,PASS,Human,4.47413707724354,12.0006225297283
5102-55,MICB.5102.55.3,MICB.5102.55.3,PASS,PASS,Human,4.23425605601543,14.8577188693575
5103-30,CD200R1.5103.30.3,CD200R1.5103.30.3,PASS,PASS,Human,3.88272215547442,3.71616506009808
5104-57,NCR1.5104.57.3,NCR1.5104.57.3,PASS,PASS,Human,3.86065370890352,6.35977063260148
5105-2,RTN4R.5105.2.3,RTN4R.5105.2.3,PASS,PASS,Human,3.30689146037255,4.46113610311908
5107-7,NOTCH1.5107.7.2,NOTCH1.5107.7.2,PASS,PASS,Human,4.00955655961445,3.23833157836125
5109-24,NRCAM.5109.24.3,NRCAM.5109.24.3,PASS,PASS,Human,6.9930697645099,9.45937239441828
5110-84,NRXN1.5110.84.3,NRXN1.5110.84.3,PASS,PASS,Human,3.1427512478081,3.97803862926581
5111-15,NRXN3.5111.15.3,NRXN3.5111.15.3,PASS,PASS,Human,2.73189829179792,9.52874032402118
5112-73,CD200.5112.73.3,CD200.5112.73.3,PASS,PASS,Human,4.2198861477478,8.00667899856857
5114-65,PRLR.5114.65.3,PRLR.5114.65.3,PASS,PASS,Human,4.39849384575524,5.56028446491134
5115-31,RELT.5115.31.3,RELT.5115.31.3,PASS,PASS,Human,4.71713170165064,6.73096204510763
5116-62,ROBO2.5116.62.2,ROBO2.5116.62.2,PASS,PASS,Human,3.13865765510687,3.93191073587621
5117-14,ROBO3.5117.14.3,ROBO3.5117.14.3,PASS,PASS,Human,4.33837143681205,11.0931714262558
5122-92,SEMA6A.5122.92.2,SEMA6A.5122.92.2,PASS,PASS,Human,9.46187656760999,15.3744329604491
5124-62,ICAM5.5124.62.3,ICAM5.5124.62.3,PASS,PASS,Human,6.22681700144347,7.91500571227379
5125-6,SIGLEC14.5125.6.3,SIGLEC14.5125.6.3,PASS,PASS,Human,5.28357758747124,4.79670917912092
5128-53,SLAMF6.5128.53.3,SLAMF6.5128.53.3,PASS,PASS,Human,7.62833666542968,4.33530487310564
5130-67,SCARF2.5130.67.3,SCARF2.5130.67.3,PASS,PASS,Human,5.68139579875354,4.51804517492305
5131-15,TNFRSF19.5131.15.3,TNFRSF19.5131.15.3,PASS,PASS,Human,3.70277898899211,5.3747680638635
5132-71,IL27RA.5132.71.3,IL27RA.5132.71.3,PASS,PASS,Human,5.88771088897444,7.92739816428785
5133-17,TGFBR2.5133.17.3,TGFBR2.5133.17.3,PASS,PASS,Human,4.35696738112447,5.07465299982372
5134-52,HAVCR2.5134.52.2,HAVCR2.5134.52.2,PASS,PASS,Human,7.07602172976324,10.6815132567577
5138-50,TNFRSF12A.5138.50.3,TNFRSF12A.5138.50.3,PASS,PASS,Human,4.11567804626934,18.4497610423171
5139-32,UNC5C.5139.32.3,UNC5C.5139.32.3,PASS,PASS,Human,3.793380945209,6.12380463541151
5140-56,UNC5D.5140.56.3,UNC5D.5140.56.3,PASS,PASS,Human,6.26963476066477,5.9160200309859
5178-5,PDE7A.5178.5.3,PDE7A.5178.5.3,PASS,PASS,Human,3.57133578949521,6.0566885526381
5183-53,PRKAA1.PRKAB1.PRKAG1.5183.53.3,PRKAA1.PRKAB1.PRKAG1.5183.53.3,PASS,PASS,Human,5.23374581492682,6.40614964013426
5193-51,KRAS.5193.51.3,KRAS.5193.51.3,PASS,PASS,Human,3.39929705600694,3.47064050160296
5196-7,NMT1.5196.7.3,NMT1.5196.7.3,PASS,PASS,Human,4.33307131991041,6.99371037170512
5201-50,PDE9A.5201.50.4,PDE9A.5201.50.4,PASS,PASS,Human,2.75567244362705,5.39992480879097
5204-13,PSME3.5204.13.3,PSME3.5204.13.3,PASS,PASS,Human,4.12382476890079,9.44182108005103
5223-59,GCKR.5223.59.3,GCKR.5223.59.3,PASS,PASS,Human,5.62025656097992,7.43352681501135
5224-20,CSNK2A1.5224.20.3,CSNK2A1.5224.20.3,PASS,PASS,Human,10.5097034163028,10.1216317711508
5225-50,CSNK2A1.CSNK2B.5225.50.3,CSNK2A1.CSNK2B.5225.50.3,PASS,PASS,Human,14.1106258382976,14.7220186577838
5226-36,CSNK2A2.CSNK2B.5226.36.3,CSNK2A2.CSNK2B.5226.36.3,PASS,PASS,Human,7.64840859994888,6.80615499561029
5227-60,PDK1.5227.60.3,PDK1.5227.60.3,PASS,PASS,Human,10.3858359035261,9.40993826976861
5228-25,KIF23.5228.25.2,KIF23.5228.25.2,PASS,PASS,Human,3.63211680794363,5.98011591279021
5229-90,IMPDH1.5229.90.3,IMPDH1.5229.90.3,PASS,PASS,Human,7.94321304151663,6.50103331570914
5230-99,HMGCR.5230.99.3,HMGCR.5230.99.3,PASS,PASS,Human,5.66133778791906,7.82357755240727
5236-2,NR1D1.5236.2.3,NR1D1.5236.2.3,PASS,PASS,Human,4.15516704402742,3.67295375199689
5238-26,PPIE.5238.26.3,PPIE.5238.26.3,PASS,PASS,Human,4.56119018149991,12.357735892981
5242-37,MAP2K4.5242.37.3,MAP2K4.5242.37.3,PASS,PASS,Human,6.52583087973433,8.21536192756942
5244-12,MAPK9.5244.12.3,MAPK9.5244.12.3,PASS,PASS,Human,5.07774237970816,6.15404351631838
5245-40,PRKAA2.PRKAB2.PRKAG1.5245.40.5,PRKAA2.PRKAB2.PRKAG1.5245.40.5,PASS,PASS,Human,5.99518483289972,4.91515897457722
5246-64,PDE2A.5246.64.3,PDE2A.5246.64.3,PASS,PASS,Human,7.91399694430936,6.82093260809156
5247-17,PPIA.5247.17.4,PPIA.5247.17.4,PASS,PASS,Human,4.77584427050446,2.70290250829795
5249-31,STK17B.5249.31.3,STK17B.5249.31.3,PASS,PASS,Human,16.624270117428,14.685366024154
5250-53,IMPDH2.5250.53.3,IMPDH2.5250.53.3,PASS,PASS,Human,3.51016670545638,3.67006083340144
5253-1,PDE1A.5253.1.1,PDE1A.5253.1.1,PASS,PASS,Human,9.19453788315514,8.88256489494224
5254-69,PDE3A.5254.69.3,PDE3A.5254.69.3,PASS,PASS,Human,4.06980914685332,3.29648175573314
5255-22,PDE4D.5255.22.3,PDE4D.5255.22.3,PASS,PASS,Human,9.09008382618418,7.74294184058645
5259-2,MAP3K7.TAB1.5259.2.3,MAP3K7.TAB1.5259.2.3,PASS,PASS,Human,4.42100142619657,5.0930898267947
5260-80,TYK2.5260.80.3,TYK2.5260.80.3,PASS,PASS,Human,6.06784052837801,3.39794134761691
5261-13,ABL2.5261.13.3,ABL2.5261.13.3,PASS,PASS,Human,3.77604347992708,3.91360522753269
5264-65,CALR.5264.65.3,CALR.5264.65.3,PASS,PASS,Human,4.85758647087426,5.33912116420779
5265-12,GRAP2.5265.12.3,GRAP2.5265.12.3,PASS,PASS,Human,3.98365575546501,4.12298613765962
5268-49,MMP16.5268.49.3,MMP16.5268.49.3,PASS,PASS,Human,2.74353590800055,6.1190453066295
5271-5,RAC3.5271.5.1,RAC3.5271.5.1,PASS,PASS,Human,9.74235083019051,13.3947695771059
5272-55,SHC1.5272.55.2,SHC1.5272.55.2,PASS,PASS,Human,6.20186340674249,7.95022606782691
5280-68,SLC25A18.5280.68.5,SLC25A18.5280.68.5,PASS,PASS,Human,3.89916773957183,2.94270333701667
5301-7,CCL11.5301.7.3,CCL11.5301.7.3,PASS,PASS,Human,3.81721315617356,7.07008106920409
5312-49,APOE.5312.49.3,APOE.5312.49.3,PASS,PASS,Human,8.22942603161701,6.02593092561142
5316-54,F2.5316.54.3,F2.5316.54.3,PASS,PASS,Human,11.0019341665918,8.99071875341259
5328-33,EGFR.5328.33.37,EGFR.5328.33.37,PASS,PASS,Human,4.50042318916329,3.84355817053607
5337-64,CD86.5337.64.3,CD86.5337.64.3,PASS,PASS,Human,4.09075184124363,8.35335731589745
5339-49,S100A9.5339.49.3,S100A9.5339.49.3,PASS,PASS,Human,10.6961811981331,11.7097721168474
5340-24,CASP10.5340.24.3,CASP10.5340.24.3,PASS,PASS,Human,5.46255835672443,6.94479467174955
5345-51,CKAP2.5345.51.3,CKAP2.5345.51.3,PASS,PASS,Human,7.76173389815457,8.27977069660349
5346-24,CPNE1.5346.24.3,CPNE1.5346.24.3,PASS,PASS,Human,19.0485036920391,7.44580246673756
5347-59,CCNB1.5347.59.3,CCNB1.5347.59.3,PASS,PASS,Human,4.74276887057817,4.54351777360483
5349-69,DLL1.5349.69.3,DLL1.5349.69.3,PASS,PASS,Human,2.96126763307802,4.09593112985315
5350-14,GPC6.5350.14.2,GPC6.5350.14.2,PASS,PASS,Human,6.4791539658757,4.48109517123885
5351-52,HNRNPA2B1.5351.52.3,HNRNPA2B1.5351.52.3,PASS,PASS,Human,4.52399689826107,6.57227368508258
5352-11,TNFRSF14.5352.11.3,TNFRSF14.5352.11.3,PASS,PASS,Human,3.65572189670219,7.34214905313622
5353-89,IL1RN.5353.89.2,IL1RN.5353.89.2,PASS,PASS,Human,4.036993468888,7.37507629630069
5354-11,KRT18.5354.11.3,KRT18.5354.11.3,PASS,PASS,Human,6.39532206788559,5.62565859420184
5355-69,TNFSF14.5355.69.3,TNFSF14.5355.69.3,PASS,PASS,Human,4.4008041498575,7.72265830556767
5356-2,MIF.5356.2.3,MIF.5356.2.3,PASS,PASS,Human,3.38913249966139,14.1555055155114
5357-60,NLGN4X.5357.60.3,NLGN4X.5357.60.3,PASS,PASS,Human,4.19601056103942,6.23319902246933
5358-3,OMD.5358.3.3,OMD.5358.3.3,PASS,PASS,Human,5.58325239859413,5.33220272177867
5359-65,PIM1.5359.65.3,PIM1.5359.65.3,PASS,PASS,Human,4.15000841722307,4.23468640343548
5360-9,AKT2.5360.9.2,AKT2.5360.9.2,PASS,PASS,Human,15.5085963815867,13.2486082098629
5363-51,SEMA3E.5363.51.3,SEMA3E.5363.51.3,PASS,PASS,Human,3.47732560778308,7.49604730798183
5384-67,BRF1.5384.67.3,BRF1.5384.67.3,PASS,PASS,Human,5.38286460915977,4.92823676050485
5392-73,FAS.5392.73.2,FAS.5392.73.2,PASS,PASS,Human,8.20431236803989,19.3671574463062
5400-52,LEPR.5400.52.3,LEPR.5400.52.3,PASS,PASS,Human,4.221483780976,3.97399390456319
5404-53,TNFRSF21.5404.53.3,TNFRSF21.5404.53.3,PASS,PASS,Human,3.91867286532222,4.33380508967776
5410-53,CDH15.5410.53.3,CDH15.5410.53.3,PASS,PASS,Human,5.37112324487838,6.26317868346159
5424-55,TNFRSF11A.5424.55.3,TNFRSF11A.5424.55.3,PASS,PASS,Human,4.26587855780542,4.70325884545211
5430-66,SIRPA.5430.66.3,SIRPA.5430.66.3,PASS,PASS,Human,7.71815418713574,10.6740696972566
5441-67,TNNI3.5441.67.3,TNNI3.5441.67.3,PASS,PASS,Human,3.68480241544074,5.99986980635063
5443-62,NPPA.5443.62.2,NPPA.5443.62.2,PASS,PASS,Human,5.57637497491242,4.20235097245967
5451-1,ALCAM.5451.1.3,ALCAM.5451.1.3,PASS,PASS,Human,3.29783273499538,4.26676341589041
5452-71,ASGR1.5452.71.3,ASGR1.5452.71.3,PASS,PASS,Human,7.62061559504585,12.7538095991476
5457-5,COLEC12.5457.5.2,COLEC12.5457.5.2,PASS,PASS,Human,4.58556761448181,3.573660528599
5463-22,GAS1.5463.22.3,GAS1.5463.22.3,PASS,PASS,Human,2.77289009522177,3.26091321187902
5464-52,GRB2.5464.52.3,GRB2.5464.52.3,PASS,PASS,Human,12.3784184299975,14.2678451864034
5465-32,HS6ST1.5465.32.3,HS6ST1.5465.32.3,PASS,PASS,Human,3.30722758896065,4.76615981184749
5467-15,HSP90AB1.5467.15.3,HSP90AB1.5467.15.3,PASS,PASS,Human,5.99781242244058,9.88829518983799
5468-67,IL17RC.5468.67.3,IL17RC.5468.67.3,PASS,PASS,Human,10.1208446316101,8.24177337789173
5470-69,MED1.5470.69.2,MED1.5470.69.2,PASS,PASS,Human,8.82950660818276,5.0946187615772
5475-10,PRKCB.5475.10.3,PRKCB.5475.10.3,PASS,PASS,Human,11.1383507848466,10.4270900610985
5478-50,FOLH1.5478.50.2,FOLH1.5478.50.2,PASS,PASS,Human,4.49630357045306,18.9265448499432
5480-49,CCL5.5480.49.3,CCL5.5480.49.3,PASS,PASS,Human,11.369107275409,10.194724034833
5481-16,RASA1.5481.16.3,RASA1.5481.16.3,PASS,PASS,Human,9.40335815581548,10.5405481095327
5482-61,RBP4.5482.61.3,RBP4.5482.61.3,PASS,PASS,Human,7.88510547592037,11.805802874977
5483-1,RGMA.5483.1.3,RGMA.5483.1.3,PASS,PASS,Human,4.12829509510986,5.30904588268341
5484-63,RPS3A.5484.63.3,RPS3A.5484.63.3,PASS,PASS,Human,8.07710284974016,5.80755947812799
5486-73,ICAM2.5486.73.3,ICAM2.5486.73.3,PASS,PASS,Human,10.3931804257297,8.17333226317477
5487-7,SLAMF7.5487.7.3,SLAMF7.5487.7.3,PASS,PASS,Human,6.26577759732927,8.32346820124946
5489-18,STIP1.5489.18.3,STIP1.5489.18.3,PASS,PASS,Human,9.96257217004189,9.22198880788064
5490-53,SPOCK1.5490.53.3,SPOCK1.5490.53.3,PASS,PASS,Human,5.01678826476242,5.01971188148639
5491-12,SPOCK2.5491.12.3,SPOCK2.5491.12.3,PASS,PASS,Human,3.07098863682345,16.8225486920151
5493-17,WNK3.5493.17.3,WNK3.5493.17.3,PASS,PASS,Human,8.77017878075477,4.40689191631916
5509-7,EGF.5509.7.3,EGF.5509.7.3,PASS,PASS,Human,13.1724127530385,7.89731257930757
5526-53,TNFRSF18.5526.53.3,TNFRSF18.5526.53.3,PASS,PASS,Human,7.1573694047148,14.3729299868271
5583-62,RYK.5583.62.3,RYK.5583.62.3,PASS,PASS,Human,6.80438195423339,9.33120417668833
5584-21,TCN2.5584.21.3,TCN2.5584.21.3,PASS,PASS,Human,5.69725310885964,6.09904872246109
5586-66,MINPP1.5586.66.3,MINPP1.5586.66.3,PASS,PASS,Human,5.14927100260416,3.47724774137384
5587-3,CCDC134.5587.3.3,CCDC134.5587.3.3,PASS,PASS,Human,4.09295305754249,3.18133808164339
5590-11,ZPLD1.5590.11.3,ZPLD1.5590.11.3,PASS,PASS,Human,5.33895535248899,11.2593200085405
5593-11,PDIA5.5593.11.3,PDIA5.5593.11.3,PASS,PASS,Human,16.4681626070579,15.8618683802875
5594-87,MESDC2.5594.87.3,MESDC2.5594.87.3,PASS,PASS,Human,10.6810670450917,14.1733012364
5598-3,GREM2.5598.3.3,GREM2.5598.3.3,PASS,PASS,Human,6.60296996988587,4.62230302838411
5599-88,PCYOX1L.5599.88.3,PCYOX1L.5599.88.3,PASS,PASS,Human,6.11588267264377,7.06900869465259
5602-62,RNASE10.5602.62.3,RNASE10.5602.62.3,PASS,PASS,Human,4.070391461787,3.40999252191534
5605-77,MFNG.5605.77.3,MFNG.5605.77.3,PASS,PASS,Human,4.84815695089473,5.73881271688789
5606-24,MFAP1.5606.24.3,MFAP1.5606.24.3,PASS,PASS,Human,3.86926809752971,6.13846844658707
5609-92,FAM19A5.5609.92.3,FAM19A5.5609.92.3,PASS,PASS,Human,3.94630802656724,6.77685374316239
5611-56,DEFB108B.5611.56.3,DEFB108B.5611.56.3,PASS,PASS,Human,3.23959063833318,6.10906458603557
5612-16,HINT2.5612.16.3,HINT2.5612.16.3,PASS,PASS,Human,9.21645474618705,11.7817566931242
5613-75,LAT2.5613.75.3,LAT2.5613.75.3,PASS,PASS,Human,4.27907092276362,14.0311181400027
5614-44,CRH.5614.44.3,CRH.5614.44.3,PASS,PASS,Human,3.41572328077866,4.1976268132002
5615-62,FAM172A.5615.62.3,FAM172A.5615.62.3,PASS,PASS,Human,6.14752351907137,4.47479516676678
5617-41,NPFF.5617.41.3,NPFF.5617.41.3,PASS,PASS,Human,4.10538459201207,8.21608424754487
5618-50,FAM3B.5618.50.3,FAM3B.5618.50.3,PASS,PASS,Human,4.60130480262912,5.46109492001776
5620-13,PAM.5620.13.3,PAM.5620.13.3,PASS,PASS,Human,4.21878427080705,10.0584030106975
5621-64,THSD1.5621.64.3,THSD1.5621.64.3,PASS,PASS,Human,4.01725382595679,5.61257695300491
5623-11,CD300LF.5623.11.3,CD300LF.5623.11.3,PASS,PASS,Human,4.55817412177492,3.93199176819986
5626-20,CTRC.5626.20.3,CTRC.5626.20.3,PASS,PASS,Human,5.49150037545141,17.6137387904267
5627-53,GNRH1.5627.53.3,GNRH1.5627.53.3,PASS,PASS,Human,5.20248210196069,8.64610070572949
5628-21,SEMA3G.5628.21.3,SEMA3G.5628.21.3,PASS,PASS,Human,2.80686335806871,4.41187362522331
5629-58,KLRC1.5629.58.3,KLRC1.5629.58.3,PASS,PASS,Human,4.5356613191573,4.85722865945088
5630-48,CD300A.5630.48.3,CD300A.5630.48.3,PASS,PASS,Human,7.41760448124715,10.1648305832815
5631-83,MLN.5631.83.3,MLN.5631.83.3,PASS,PASS,Human,5.26895296122386,5.77971015567523
5633-65,LILRB2.5633.65.3,LILRB2.5633.65.3,PASS,PASS,Human,10.7002624681733,8.87029830837375
5634-39,POFUT1.5634.39.3,POFUT1.5634.39.3,PASS,PASS,Human,4.19745088285563,4.24608484334402
5636-10,MFAP4.5636.10.3,MFAP4.5636.10.3,PASS,PASS,Human,4.86652654174594,10.527347531524
5637-81,NTNG1.5637.81.3,NTNG1.5637.81.3,PASS,PASS,Human,4.26823972578539,5.68093670004152
5638-23,COLGALT1.5638.23.3,COLGALT1.5638.23.3,PASS,PASS,Human,6.03779747116519,2.52404400497616
5639-49,NETO1.5639.49.3,NETO1.5639.49.3,PASS,PASS,Human,6.47340536114751,6.74493646939155
5643-2,LCN8.5643.2.3,LCN8.5643.2.3,PASS,PASS,Human,3.19521393491318,4.23346983002293
5644-60,RNASE4.5644.60.3,RNASE4.5644.60.3,PASS,PASS,Human,6.79610097870558,4.38791803377295
5646-20,RNASE6.5646.20.3,RNASE6.5646.20.3,PASS,PASS,Human,6.73416780830997,11.8367467199087
5649-83,PSG4.5649.83.3,PSG4.5649.83.3,PASS,PASS,Human,3.85063839998438,5.93002714249283
5651-50,PSG7.5651.50.3,PSG7.5651.50.3,PASS,PASS,Human,3.03044655389867,4.76023665633032
5653-23,PRSS37.5653.23.3,PRSS37.5653.23.3,PASS,PASS,Human,6.50418227432378,4.80691399907252
5656-53,ENDOU.5656.53.3,ENDOU.5656.53.3,PASS,PASS,Human,7.81840001591579,8.78065314646383
5657-28,ST3GAL1.5657.28.3,ST3GAL1.5657.28.3,PASS,PASS,Human,5.371381126876,10.0458738022194
5659-11,TRH.5659.11.3,TRH.5659.11.3,PASS,PASS,Human,4.64137421257476,3.77907068735501
5663-18,PF4V1.5663.18.3,PF4V1.5663.18.3,PASS,PASS,Human,4.6212106328327,3.29836819639171
5664-57,DEFB106A.5664.57.3,DEFB106A.5664.57.3,PASS,PASS,Human,8.0761865661405,4.70205753993803
5666-64,IL1R2.5666.64.3,IL1R2.5666.64.3,PASS,PASS,Human,3.92726675565252,3.63939148463077
5667-3,SEMA3B.5667.3.3,SEMA3B.5667.3.3,PASS,PASS,Human,4.30502353921338,3.90632071291624
5669-26,SIRPB2.5669.26.3,SIRPB2.5669.26.3,PASS,PASS,Human,7.39977448455326,5.47149408491108
5671-1,CTRB1.5671.1.3,CTRB1.5671.1.3,PASS,PASS,Human,5.87231942466491,7.953574325006
5675-6,PRELP.5675.6.3,PRELP.5675.6.3,PASS,PASS,Human,2.86542922695186,5.42295240930704
5676-54,ASIP.5676.54.3,ASIP.5676.54.3,PASS,PASS,Human,6.50845975518776,3.32875200042585
5677-15,C2orf66.5677.15.3,C2orf66.5677.15.3,PASS,PASS,Human,3.83548224374601,6.06053517765235
5679-16,DEFB103A.5679.16.3,DEFB103A.5679.16.3,PASS,PASS,Human,4.27865285903043,4.22577591679403
5680-54,OBP2B.5680.54.3,OBP2B.5680.54.3,PASS,PASS,Human,5.42974655726822,3.8843398106761
5687-5,PRKCSH.5687.5.3,PRKCSH.5687.5.3,PASS,PASS,Human,5.68890666381105,11.6313462030475
5688-65,CBLN4.5688.65.3,CBLN4.5688.65.3,PASS,PASS,Human,5.96095232817665,5.20202905171264
5689-1,DEFB112.5689.1.3,DEFB112.5689.1.3,PASS,PASS,Human,6.78425997671237,12.5456740126921
